"","A-443644","afatinib","AKT-inhibitor-1-2","alvocidib","amuvatinib","AS-601245","AS-605240","AT-7519","AT7867","AZ-628","AZD-1480","AZD-5438","AZD-7762","AZD-8055","AZD-8330","barasertib","BI-2536","BIX-02189","BMS-345541","BMS-387032","brivanib","BTC_lig","buparlisib","BX-912","canertinib","celastrol","CGP-60474","CHIR-99021","CYT387","dasatinib","dopamine","doramapimod","EGF_lig","erlotinib","estradiol","foretinib","FR-180204","GDC-0879","GDC-0941","GSK-1059615","GSK-1904529A","GSK-2126458","GSK-690693","GW-5074","H-9","HG-6-64-01","HY-11007","ibrutinib","IL4_lig","JNJ-38877605","JNK-9L","JW-7-24-1","JWE-035","KIN001-055","KIN001-220","KIN001-242","KIN001-244","KIN001-266","KU-60019","linifanib","MGCD-265","MK-1775","MK-2206","nintedanib","NVP-AUY922","NVP-TAE684","ON-01910","OSI-027","OSI-930","oxacillin","palbociclib","PD-0325901","PD-184352","pelitinib","PF-04217903","PF-431396","PF-477736","PHA-665752","PHA-793887","PI-103","ponatinib","purvalanol-a","pyrazolanthrone","QL-X-138","QL-XII-47","rondual-kinase-inhibitor","roscovitine","rutin","SAR-245409","SB-203580","SB-216763","selumetinib","serdemetan","SGX523","sirolimus","SU-11274","sunitinib","SYK-inhibitor","TAK-715","TG-101348","tivantinib","tivozanib","TNF_lig","torin-1","torin-2","trametinib","veliparib","VX-745","W-5","W-7","WYE-125132","WZ-3105","WZ-4-145","XMD-1150","XMD-132","XMD-1499","XMD-1527","XMD-16144","XMD-885","XMD-892","Y-27632","Y-39983","YM-201636","ZG-10","ZSTK-474"
"PTGS2",0.432314287417361,-0.315009808652344,0.0751637731125,1.05071237929896,0.358721612890625,0.320283948958333,-0.191652892265625,0.365540165208333,-0.224808489648438,0.0095271291015625,-0.0988832405729167,0.583537005533854,0.349110887147222,0.36446856015625,0.616907777216797,0.13945330984375,0.247843436090278,0.695715398730469,-0.097340043515625,1.50825365484983,0.770442688623047,0.173542276215278,0.251980531484375,0.0768365108947917,0.2015729,0.0406528401041667,0.7809891089875,0.061902313671875,0.275539270161458,0.057234626328125,-0.866788125,0.279906585019531,1.62971806944444,0.349504357486979,0.783241621354167,-0.271003512239583,0.0944067290722656,0.6725470209375,0.00290511997499999,-0.0580164458007813,-0.406696276051361,0.580421421621094,0.231136585322049,0.0490765036458333,-0.3479945234375,-0.0283171932942708,0.138764127238281,0.241193569736328,-0.1643194171875,0.0651918651041666,0.45623395546875,0.153402442770833,0.358902230240885,0.28609027309375,-0.0224860638541667,0.113486727345139,0.249689226048611,0.0194192782226563,0.00510782591145834,-0.0782546961523437,0.139293795833333,0.297846251748047,0.167160805320312,0.277973046031901,-0.63926669609375,0.132646841572917,0.924659291475694,-0.16613233650625,0.647751850578704,-0.4232871875,-0.173841203958333,0.142147574345703,0.0144796699375,0.0846427114149306,0.221533790094401,0.411401709915104,0.112538992669271,-0.06317298046875,0.431520417460156,-0.158582749248047,-0.192100131996528,1.07874947261229,0.609043327083333,0.26283569853125,0.769181930622917,0.57623545453776,0.213972077395833,0.241193569736328,0.496965003125,0.0352697302083333,0.0966888621276042,0.350272593270833,0.181616086979167,-0.0380919140755209,0.0432052819155,0.412864217361111,0.609731783466797,0.45008535703125,0.124175788085938,0.222472808857422,0.366672927604167,0.0676539729166667,0.910135418827161,0.7505404969,0.245259988520833,0.104630772167969,0.227311708854167,0.553241210794271,0.0490765036458333,0.153402442770833,0.16931816168275,0.185905688243055,0.246050025989583,0.0689407752185714,0.0364958489800347,0.343173899596354,0.210558633398438,-0.029232414609375,0.405819394794922,0.597876528300781,0.638918582792535,-0.403680543164062,-0.153889699826389,0.668031986863426,0.1361096155375
"PLA2G4A",0.825301940263889,-0.219483494726563,0.276281267640625,1.43197458306597,-0.467484040585938,0.864323561510417,0.622030699492187,0.804731816222222,0.31303585234375,-0.395448161914063,-0.588486794075521,0.231790332070313,0.451899700479167,0.3201062805,-0.244177349345703,0.242572334125,0.219652311892431,0.0470607575683594,-0.477764342916667,0.195820979301215,-0.206206889453125,-0.797975881944444,-0.0758742782324219,0.565793630277778,-0.139682010326823,-0.694149979383681,0.665576979875,-0.221585159648438,-0.36262131025,0.438474210364583,0.17967825,-0.155921699482422,0.395027630208333,-0.0864127814887153,0.472829238567708,-0.0831992826388889,-0.429914977324219,-0.389516613845486,0.13956546825,0.0415689869824219,-0.27836248359375,-0.244210115126953,-0.189713463875868,-0.206819821614583,0.228452899960938,-0.135078425846354,0.895252285390625,-0.315711670449219,-1.5112336171875,0.232651944466146,-0.318114698486328,-0.2156721443125,-0.185185647753906,0.496532597916667,0.241195662395833,0.663653802506945,-0.642351327354167,0.204128658203125,-0.312649022395833,-0.318102482226563,-0.166795958680556,-0.207009747373047,0.318431016960938,-0.102850292122396,-0.211893451699219,0.531871256447917,-0.289473926041667,0.2554316351,-0.450084252023148,0.4446008125,0.146496357066406,-0.403510751240234,-0.3322232365625,-0.063481771875,-0.0587360509114583,-0.777541790735677,-0.500300784192708,0.228851949348958,0.544120005234375,-0.234029284279297,-0.0195066406293403,0.363046049479167,-0.0825607269965278,-0.311385747125,0.319962682569444,-0.622980479947917,0.187767897715278,-0.315711670449219,-0.218206207356771,-0.232949925607639,-0.335921868229167,0.478549399041667,-0.0328375903385417,-0.1944790515625,0.023902233565,-0.445421961905382,-0.552290330467773,-0.175109647421875,-0.486280253710938,-0.133586717786458,-0.656960352539062,0.391437966080729,0.574978252314815,0.5350793203125,0.395653332700694,-0.239389415683594,-0.226813217447917,0.00199240449544272,-0.206819821614583,-0.2156721443125,0.194880905350625,0.491610625444444,-0.179881585625,0.140673899591857,0.544477264192708,-0.166223601328125,-0.327857294335938,0.0777023380989583,-0.483482266796875,-0.375818051334635,-0.377249735809028,0.141988620286458,-0.8877236328125,-0.942218503126447,0.3558002068875
"MAT2A",-1.08423889056944,-0.131710453554687,-0.0251614322864583,-1.62462922625,0.0952437356770833,-0.410157623523438,-0.022026510078125,-1.5376040806875,0.0330864111328125,-0.148480174882813,0.0728444810286459,-0.55709818797526,-0.260239450191667,-0.66121105280625,-0.549732799375,-0.22533054453125,-0.0410514265220139,-0.0907221219824218,-0.545018490729167,-3.46191340603299,0.393951553496094,1.36371717013889,-0.542924302324219,0.197497482618056,-0.527274059418403,0.141129547960069,-2.8916302993125,0.697459425585938,-0.0942460034765625,0.1264049759375,0.905185375,0.363766958300781,0.634165147800926,0.269375395855035,0.750387385,-0.887560027604167,-0.0376806845703125,1.04451990442708,-0.2446339314375,-0.00260895279296874,-0.659614424023438,-1.36203902011719,-0.532467107769097,-0.885010682119792,-0.107314152539062,0.658674557682292,0.0226610805742187,-0.306507131337891,0.44290554921875,0.0675463175130208,-1.40124573569336,0.0990417452630208,-0.076205191233724,0.258755870520833,-0.273840152260417,0.348804601552083,-1.18998129975694,0.0328819247460938,-0.2251255578125,0.114285267382813,-0.310691694314236,-0.413863706738281,-0.0389470743164062,-0.254627478977865,-0.208176359277344,-0.22271192515625,0.0458992126614583,-0.0935086058125,0.862409423900463,-0.5401590625,-0.417913891211016,-1.09644713876953,0.00664552525000001,-0.281460671701389,0.273426329443359,0.350318067578125,-0.117189815755208,-0.0972871902994792,-0.8361458956875,-0.631432226137695,0.206441210503472,-1.66803220833333,0.230476566128472,-0.304976346675,-0.164544656454444,-0.477856136588542,0.172219109361111,-0.306507131337891,0.393572532207031,-0.0691649206597222,0.648192973263889,-0.144555004645833,0.2350959375,-0.152136188932292,-0.3579122320025,-0.181298474826389,0.143429262207031,0.111913306201172,-0.613969233808594,0.0484606698470052,-0.30075320390625,-0.162347615638021,-0.160738714250772,-0.458033694625,-0.144947647948958,-0.981262626875,0.0133451923177084,0.150204176692708,-0.885010682119792,0.0990417452630208,-0.25940495940625,-0.818385183833333,-0.301522243802083,0.00625118999250001,-0.195254922699653,-0.287456678828125,-0.270845187695313,-0.441170706640625,-0.0835137700683594,-0.226818382750651,0.094381996828125,-0.113681542382812,-0.27263847965625,-0.0513748534259259,-0.232922187625
"MBTPS1",0.893761016694445,-0.277931916210937,0.861815787682292,1.55897314246875,0.410600550651042,0.832195976067708,0.458704230140625,0.348691988333333,-0.086940388671875,0.14224765703125,0.608526035807292,-0.478778387223307,0.608073324055556,1.19692663925,-0.0658674583984375,0.57330234265625,0.234273965755556,-0.362253861259766,-0.256043082572917,1.9409100040625,-0.557563324839844,-0.454364222395833,0.892153695996094,0.0491318413888889,0.199950371788194,0.441478022526042,1.4212723635625,-0.633339942265625,0.521252616536458,1.15312536114583,-0.07506440625,-0.315205378447266,-0.214569445142361,-0.646682433051215,-0.329395821760417,0.270319305520833,-0.679490075976563,-0.442488407222222,1.15030508790625,0.636584999775391,-0.500922314453125,1.42957164882812,1.41706765494792,0.105379045442708,0.1816322734375,0.147975931757812,0.117124599648437,0.387500578134766,-0.21164345234375,-0.833294554817708,0.0410730614062501,0.323281626121875,-0.140131203818359,0.634435015114583,0.35776634109375,0.339668033743056,0.428574193645833,-0.147520023359375,-0.502799294498698,-0.242756171484375,-0.318192459014757,0.124813922294922,0.953060584648438,0.128209672519531,0.580063284179687,1.57344814005208,-0.485374677430556,1.0857758341875,-0.152417352517361,-0.2763175825,0.736653248541667,0.347348250107422,0.395375100078125,-0.381925510217014,-0.153606016048177,-0.190009746653646,-0.124999673151042,-0.858928233463542,0.386091751640625,1.12862611591797,0.367863707834201,0.082717881875,-0.221662734765625,0.53108092615,-0.638350711045,-0.644472089648437,0.270233232222222,0.387500578134766,0.360425298007813,-0.821336897395833,-0.338507790972222,0.8887764549375,-0.354531065625,-0.474519388346354,0.904655670683,0.0116424357204861,-0.0342635791210937,-0.477737901757812,-0.345239450390625,0.377099795048828,0.407364929654948,0.297835733919271,-0.00795031497685186,1.91368365078125,1.80325984726389,0.646699686035156,-0.703405765625,-0.376941638704427,0.105379045442708,0.323281626121875,1.463595369875,0.956091498115278,0.536531013802083,0.255783103332321,0.110956181857639,-0.242317107838542,-0.405121405859375,-0.0195395151041667,-0.101551694042969,-0.212917884593099,0.135243051432292,0.535099400384115,0.189800054513889,-1.00784255726273,0.8367560023625
"ZNF274",0.407991490506944,0.30416453671875,-0.319262378729167,-0.494223015708333,0.0231273453125,0.682254860604167,-0.24397602440625,0.181297188076389,0.120318566699219,0.590090818164062,-0.303540159375,0.759752572447917,-0.426184935031944,-0.34288015670625,-0.118059306933594,0.53968822578125,0.220999634225694,0.00563232038085942,0.467024086354167,-1.00772384774306,-0.671969129199219,0.371909449479167,-0.253769982714844,-0.0523311129166666,0.250781827430556,0.279510095603299,-1.3793096843875,-0.21887466796875,0.158220919921875,0.1173443484375,-0.12484921875,-0.410493128935547,0.725959567289352,-0.620820200720486,0.03527566328125,0.0623833225,-0.014558866875,-0.344401137456597,-0.64218001424375,-0.376837978525391,0.363941961653646,-0.331651674316406,-0.233420032999132,-0.0230716815104167,0.388293574257813,-1.06493521503906,0.00824666035937498,-0.258465856787109,-0.36176310078125,-0.00986045736979166,0.166015467177734,-0.0853392975286458,-0.522781116927083,0.39381868703125,-0.273206811046875,-0.129724024423611,0.199805109166667,-0.024175044375,0.310282399414063,-1.02843411523438,0.495300672699653,0.346687883886719,-0.173950062171875,-0.100940264908854,-0.436541856570312,-0.036564600453125,-0.420129196036458,-0.48251324670625,-0.462968845081019,0.007021125625,-0.0262150460286458,0.314518870292969,-0.442367633390625,-0.262287545017361,0.0817892164973958,-0.120391099511719,0.00836473502604166,0.113375831640625,0.498098368945312,-0.364379554858398,-0.953433726779514,0.183713679791667,0.0800751097048611,-0.2560634291125,0.954170142415972,-0.122700229296875,0.166502748231944,-0.258465856787109,-0.968037505371094,-0.272787260538194,-0.481487593706597,0.2343394688125,-0.329474806588542,0.376893894140625,0.1311467837,-0.0294153386631944,-0.61283378,0.242022017871094,-0.195184559902344,0.713685530823568,0.0108225755013021,1.07284621263021,-0.114875668973765,0.1941850708125,0.108947016724306,0.288381347363281,0.106518460677083,-0.0122370483398438,-0.0230716815104167,-0.0853392975286458,-0.16962687308125,-1.07732092619306,-0.289777481041667,-0.470970056391036,-0.418824108637153,-0.414736313020833,-0.712477691816406,0.240567157578125,-0.322639845341797,-0.343597930112305,-0.564854982382813,0.0400004068359375,0.0231339194097222,-0.868511253833912,-0.40244735845
"CLIC4",-0.106302827208333,-0.0566407826171875,-0.210269433697917,0.124266093319444,-0.54637658046875,-0.180037531210938,0.104879305039062,-0.156884662805556,0.000253173632812492,0.55996195078125,-0.405845292330729,-0.0781721545279948,0.00331643214444447,0.049718763,-0.803142274560547,-0.461908014,0.321942507453472,-0.8312427859375,-0.603726048567708,-0.231148333394097,-0.65809173234375,0.761003067881944,-0.347533008886719,-0.0957441651597222,-0.169381727213542,-0.585506558767361,0.02291949273125,-0.753029143681641,-0.949121853645833,-0.1464049465625,-0.501458125,-0.533733264023438,-0.0273064092013889,-0.504672064969618,-0.0688324991145833,-0.279517638385417,0.0207068779296875,-1.08098267486979,0.03404061883,-0.361307865058594,-0.0889050588541667,0.151536255664063,-0.289850064743924,0.318187802083333,0.03948939546875,0.511235408541667,0.173171362242891,-0.498133055273437,0.35095455625,0.135113964322917,-0.635631834375,0.419599968255208,-0.328746651429036,0.419578148838542,0.202377291927083,0.240005117951389,0.0242773932256945,-0.252474104882812,-0.368573800520833,-0.326276034375,-0.210428982222222,-0.600254057304688,0.117850663857812,-0.522665494698893,-0.191893665673828,0.0679445414583333,-0.431123108333333,-0.09018558645625,-0.834616961863426,0.0201909375,0.0755787385859375,-0.431718437695312,-0.432129873046875,-0.242916743055556,-0.496327783919271,0.129432246829427,-0.450514935677083,-0.0707841518229167,-0.04791104290625,0.0299506131347656,0.0930915377170139,0.220882462916667,-0.574772552799479,-0.218911702209375,-0.547351629667986,0.338054181809896,0.0665863728472222,-0.498133055273437,-1.09393169179687,-0.0234734032986111,-0.387891041059028,-0.254104224413542,0.147265093723958,-0.441801842447917,0.0839337761695,-0.214379040972222,-0.815204867880859,-0.337714182441406,-0.515484576367187,-0.80083483609375,-0.537236596223958,0.0620129158658854,1.03449605972222,0.058261746451875,0.217454266413889,-0.174034161171875,-0.0304324760416667,-0.0978881955891927,0.318187802083333,0.419599968255208,-0.0177478225625,0.635247714979167,0.00161451687500002,0.0109804784616071,-0.0272904652777778,0.0441317376302083,-0.0626816042773438,-0.221071851953125,-0.425915113427734,-0.655869615068359,-0.874167661584201,0.0282991292708333,-0.680367691666667,-0.430102542730035,0.3754738027
"EIF4G1",0.0406156075381944,-0.928753616992188,-0.369678912588542,0.394346856123264,-0.254072219661458,-0.109641121674479,-0.216395850710937,0.0775891090625,-0.214646428320313,-0.517215474574219,0.0606962794270833,0.247166429498698,-0.0546309263092361,-0.7801844998925,-0.00824224600097657,0.321637231875,0.0526970177229167,0.253813883925781,0.6431891065625,-0.417800676963976,0.414463681748047,1.24867855748264,-0.298903479980469,0.112245900381944,-0.705056112630208,-0.157235215737847,0.327067679325,0.268820045039062,-0.455225002460938,-0.390162253333333,0.013628165625,0.132007991630859,-0.494376639872685,-0.219983311414931,-0.481035441614583,-0.0968883715277778,-0.438383032617187,0.0964385843012153,-0.6483438004375,-0.332284332841797,-0.429169261204427,-0.552107605361328,-0.301347305164931,0.0806703528645833,0.128879370390625,0.168506226998698,-0.0638039952421875,-0.569655864355469,0.43630587265625,0.26335049515625,0.0688277482910156,0.0357058413307292,0.0540705720214844,0.249002904643229,-0.119108764401042,-0.328616029534722,0.442306770361111,0.110122644335937,-0.494735098763021,0.016193868359375,-0.56130293187934,0.0990985075097656,-0.350354358460937,0.101313899430339,-0.174420368435547,-0.112889989479167,0.377458071701389,-0.32272464875625,0.404851093518519,0.11137699375,0.296433443476562,-0.231642594560547,0.129701781921875,-0.0570423744184028,0.195256604550781,-0.0706919562304687,-0.05874948828125,-0.442820319869792,0.2586924415625,-0.606348989121094,-0.150682638368056,0.285377365208333,0.257794262825521,-0.202088468475,-0.201542864333333,-0.556384978971354,-0.228195424795833,-0.569655864355469,0.014620859453125,0.179994946180556,-0.0581352844878472,-0.16513811334375,-0.48978024140625,-0.142085024016927,-0.217281337502,-0.278171980208333,0.17337536875,-0.225638187216797,-0.0141470694335938,-0.155735161510417,-0.716844570683594,-0.205860835091146,0.869740217635031,-0.37750240475,-0.288863109370833,-0.267658027050781,-0.522421150260417,0.251648638297526,0.0806703528645833,0.0357058413307292,-0.42644226169375,0.754878602125,-0.0328855591770833,0.0560489179205357,-0.0841422174913194,0.273069013346354,-0.283584261914062,-0.0555452352864583,0.0333641738164062,0.326272232096354,0.331287261302083,-0.418314816731771,-1.2419572859375,0.19554459212963,-0.32298613758125
"BTK",1.02936604347917,0.0467773129882812,0.27690759334375,0.782317016744792,0.440575420442708,0.312802034088542,0.120201059835937,0.182709963493056,0.241476855859375,0.01256851953125,0.195290773828125,0.0861746007845052,0.393295458816667,0.0473790001875,0.870903797265625,-0.05487457546875,0.331213747344444,0.910738031835937,0.349722515572917,1.49556135814887,0.928378349804687,0.257446301979167,0.117164806601562,-0.306054376059028,0.422223286762153,0.105484657026042,0.421785307625,0.381572978808594,0.472338292994792,-0.0383065386354167,-0.34224259375,0.180317065996094,0.0875361775231482,0.269102625415799,0.1016935711875,0.0233164562152778,0.14135474765625,0.286825227039931,0.085865671125,-0.0689641816601563,0.42683999140625,-0.175003713525391,0.0265193347699653,-0.469323133333333,-0.2263887078125,0.386348422526042,-0.239470129960938,0.714743299072266,0.038037790625,-0.0462911138020833,0.48369847421875,0.233564681621094,0.591387454934896,-0.322775264479167,-0.0530355386979167,0.0904961682291667,0.00452886540625,0.38147608984375,0.0459955195247396,0.236481708333984,-0.0586370323871528,0.556894126787109,0.013540330921875,0.521784408242188,0.457529971679688,0.139338749375,1.04114367256944,-0.0810835800625,0.681777474525463,0.41512859375,0.183909240430391,0.264163000615234,0.1331506443125,0.0646484781857639,0.261066702102865,0.0599533541666667,0.385380731380208,-0.168137791601563,0.250614060765625,-0.178248430336914,0.202957288891927,1.03538848854167,0.637310807378472,-0.16592309740625,0.0205303679333333,0.474802289192708,0.153942703121528,0.714743299072266,0.742366553808594,0.13343030796875,-0.149571333767361,0.177842783385417,-0.116203535,-0.1106066203125,0.01839244678825,0.196421282790799,0.690675979492188,0.285290338398437,-0.372332497460937,0.514929184013672,0.184149890234375,-0.303639260195313,-0.132747713618827,-0.12573924818125,-0.154791544381944,0.281970555019531,0.0277541162760417,0.240265972779948,-0.469323133333333,0.233564681621094,0.0212113148125,0.345790879729167,0.381041981104167,0.205766632971429,-0.014225483984375,0.447862186458333,0.405088573320313,0.331916567591146,0.321796949550781,0.129688755742187,1.01900322842882,0.123397217170573,0.266464308697917,-0.0875663574551505,-0.08687419486875
"MYL9",0.222508653895833,0.176108776171875,-0.139503355698958,0.999443056421875,-0.686477612200521,0.175585810989583,0.295352025546875,0.556678376536111,-0.617148064941406,0.444714759570312,-0.185459192578125,-0.0573717719283854,0.138306360579167,0.13466911547125,0.515284318496094,-0.43810483671875,-0.0534950598034723,-0.320194225478516,0.662709109947917,1.79275644597439,-0.524393365439453,0.139322394270833,0.645967287783203,-0.175709396215278,-0.164813146006944,-0.251079236284722,0.66234937565,-0.578723442421875,-0.727295976822917,-0.290583038953125,0.43590653125,-0.265196918730469,0.600031683708333,-0.0972231855034722,0.701595032630208,0.178988430555556,0.326740389453125,-0.414972147556424,-0.39800805021875,-0.224625708232422,0.0717546302083333,0.371824295263672,-0.135122542795139,-0.207229733059896,-0.135566071328125,-0.0483966932291666,-0.0738668878867187,-0.256777709863281,0.3105343984375,0.190268251002604,0.308832861835937,-0.136068895755208,-0.39901586953125,0.1902779574875,-0.0192737955208333,-0.145237686493056,-0.204733658680556,0.358098604882813,0.272035637565104,0.24255696015625,0.513820068815104,-0.320381510253906,0.057551878671875,-0.0377370349609375,-0.145048329492187,-0.153484692395833,-0.730771658159722,0.08266836843125,-0.0759815168240741,0.30255095625,-0.0648370169973958,1.04152099677734,-0.036205343953125,-0.0872231353993055,0.322463158020833,-0.204792774049479,0.318753825130208,0.0306428363411458,0.647093150703125,0.328651851186523,-0.0221124437760417,1.05036164546875,-0.765990240798611,-0.12805058275,-0.466536886481944,-0.001969980078125,-0.105654231020833,-0.256777709863281,-0.714062887858073,-0.324248543541667,-0.115504933602431,0.600002379989583,-0.0631163958333333,0.281355324036458,0.40927671409625,-0.105171530486111,-0.06635700234375,-0.648954176279297,-0.351193140625,-0.267137516764323,0.2661660046875,-0.307636468684896,-0.570554665239198,-0.082359828846875,0.104873080600694,0.654901647509766,0.3398546053125,0.000333451768229165,-0.207229733059896,-0.136068895755208,-0.14806483345,0.364174150083333,0.307611006583333,0.00277625010714287,0.247332893940972,0.26995054019401,-0.47322923359375,-0.251493076171875,-0.224922667529297,-0.0614342543131511,-0.759208651909722,-0.501033651035156,0.696299935069444,-0.244860680005787,-0.00787380325
"PSMD2",0.0900110001527778,-0.472877975976563,-0.308992393411458,0.617392220121528,0.000228546093750004,0.552303731653646,0.18715584421875,0.410516017423611,-0.07051017890625,-0.181751813476562,0.236647917376302,0.193521946656901,0.0625109590208334,-0.4948249521125,-0.403658018076172,-0.19983274734375,-0.212589186922222,-0.0557803252929688,-0.387554484869792,0.150578278207465,0.145241723564453,-0.631111571527778,-0.134239389580078,0.155897997083333,-0.599770504644097,0.0960078586154514,0.285279091875,0.165934983369141,-0.0084183546875,-0.04736703265625,-0.1584048125,-0.0343578952021484,-0.269654273738426,-0.204708314149306,0.376021420885417,-0.0304620049826389,-0.02909719140625,0.00385083172743055,-0.551590742125,-0.0139505739257812,-0.336043837565104,-1.21783788935547,-0.284767398346354,0.279432861458333,0.017712187109375,-0.40964917578125,-0.110433683070313,-0.280768190625,-0.42082230078125,-0.447856617513021,-0.806412139746094,-0.328697320625,-0.370554799521484,0.146341297239583,0.293142258208333,-0.131889406006944,-0.305363674826389,0.124458439355469,0.0253976716796875,0.2979091625,-0.443102410069444,-0.330867497685547,-0.15042904359375,-0.12019930797526,0.00601783525390624,-0.30791895653125,-0.437916486579861,-0.36256019049375,0.152451484027778,-0.18292775,-0.317398192890625,-0.0937509916015625,-0.19182555921875,0.145300917951389,0.172519748339844,-0.129554452604167,-0.159621006054688,-0.268861142565104,0.263512947382813,-0.224991323828125,0.112036525260417,-0.486439011762708,-0.259993822005208,-0.288928238234375,-0.150580459666667,-0.34337111546875,-0.0740001314166667,-0.280768190625,-0.111007821077474,-0.55546780515625,0.134886672482639,-0.188909907745417,0.429815905729167,-0.263921338932292,-0.2499186004845,-0.101845535190972,0.0118452065917969,-0.12775219140625,-0.585984258222656,-0.028475061578776,0.0366455432747396,-0.15936664936849,-0.518811577777778,-0.483053917675,-0.137421198558333,0.141019998144531,-0.271329790885417,-0.225959761067708,0.279432861458333,-0.328697320625,-0.4085167629375,0.723185050227778,-0.180952345791667,0.214747674801714,-0.258615355533854,-0.639520532682292,-0.572290626953125,-0.177399338854167,-0.00202878165039063,-0.236007693945313,-0.199348933854167,-0.00817679231119793,0.0574621422829861,0.0492265392346644,-0.784700205875
"CLTC",0.412156237680556,-0.259023876953125,-0.1135238011875,-0.862400921630208,0.240814560026042,-0.259713151067708,-0.437232728601563,-0.104936455513889,0.307630378105469,-0.120902814453125,0.269841383072917,-0.283738986464844,-0.0424591455638889,-0.007080874775,0.285246498837891,0.158906913273438,0.123980786053472,0.32895760875,-0.558673630041667,-3.92175667085503,-0.242982592441406,-0.108420391961806,-0.449348229941406,-0.0563208649652778,0.175373597786458,0.25443994019184,-0.38117370175,0.138920364560547,0.412558810690104,0.161765962411458,0.082825875,-0.230304008300781,0.217342706924768,-0.0981117646267361,-0.246876840846354,-0.327416392152778,-0.132927325097656,0.0480826307725695,0.0528979519375,-0.191872354541016,-0.381796907421875,-1.07278209912109,-0.108608080859375,0.141818565104167,-0.0385869520625,-0.140069402734375,-0.196453175953125,0.0740279329101563,-0.3034878671875,-0.111058616523437,0.0708965384277344,-0.01321616385,-0.0355911880013021,-0.117289890353557,0.0457763180208333,0.124599309329861,-0.526701036725694,0.0396988767578125,-0.0430055454231771,-0.02135662265625,-0.382291002821181,0.362220303994141,0.0777409093828125,0.241848881679687,0.879240871708984,-0.0177853460260417,0.232559848576389,0.11092589486875,-0.219631959837963,-0.367814375,0.406782652119792,0.148133598818359,0.29476913671875,0.210236568012153,0.24722270906901,0.0871070770442709,-0.440447358333333,-0.412431336132813,0.034766413453125,-0.0632027821289063,-0.0148917326345486,0.133557064487292,-0.0626654223177083,0.01797152868125,-0.0168825245944444,-0.298359746354167,0.191789442774306,0.0740279329101563,0.133940426660156,-0.379107836267361,0.649392314149306,0.0938034693541667,0.1169299984375,-0.59334678203125,-0.070443602514,0.252496879079861,-0.0814493619238281,-0.0202578927148438,-0.0215943732421875,0.453294438802083,0.018752524609375,0.0113210952539062,-0.754830706790123,-0.30931703536875,-0.160370897078472,0.34581089171875,-0.369783323567708,-0.54384713515625,0.141818565104167,-0.01321616385,-0.30791976530625,-0.641923019041667,-0.0765254625833333,-0.0879457053292857,-0.0564572772135417,0.183951015585938,0.427125217773438,-0.049393239453125,-0.05151583203125,-0.415468943922526,0.0989803460112847,0.496209266536458,-0.0553461413194445,-0.298329973828125,-0.29598543371875
"HSD17B10",0.1893425813125,-0.123111711738281,-0.448563583563802,-0.434707430130208,-0.320405434765625,-0.364547400169271,0.072962320203125,0.0822683218763889,-0.755791584375,-0.325464551267578,-0.0596754602734375,0.546116694156901,-0.208116916715278,-1.49694443693125,-0.0686104579980469,0.037087419171875,-0.655153220165972,-0.155630729394531,0.178469224010417,1.23411625808268,-0.133617251660156,-0.115056369322917,-1.27894763170898,-0.0306411414930556,-0.323491053689236,-0.346440440885417,0.37596190698125,0.242874400644531,-0.25555940859375,-0.422913979791667,0.0304636978125,-0.508050860449219,-0.268203995856481,-0.273467386805556,-0.0925700814635417,-0.592341498611111,0.0135904471484374,-0.204469217990451,-0.667917198625,-0.919927445800781,-0.0803884612760417,-2.78614627451172,-0.528776420182292,-0.039601535390625,-0.0992259511328125,-0.108917514257813,-0.293126425421875,-0.0139694065429687,0.1232775703125,-0.288089564257812,-0.459316461816406,-0.8320393271875,-0.288702597858073,-0.3926752618125,-0.179601482395833,-0.372274887652778,0.352047498725694,-0.30246466640625,-0.404971526041667,-0.30380415546875,0.0172540512152778,-0.267897928642578,-0.43895495609375,-0.104820019095052,-0.389627935644531,-0.207645523246771,-0.163809277256944,-0.8406811487875,-0.706758197146991,-0.1124861125,0.2843849534375,0.270952396194824,0.12564870640625,-0.36851738359375,-0.081846152921224,-0.0520433602213541,-0.190967303893229,0.156585384114583,-0.1150634159375,-1.21986569052734,-0.172143990082465,0.0686016535416667,-0.148749546223958,-0.6680655174,-0.125345573641667,0.0373516831380208,0.213035957127083,-0.0139694065429687,-0.133560545996094,-0.194389529427083,-0.2348068171875,0.255761848328125,-0.292329368229167,-0.118404059830729,-0.816779931139,0.128641669835069,0.267139099951172,-0.665389513183594,0.155645276259766,-0.188804198730469,0.0505195587988281,0.0846374852864583,-0.899721777854938,-1.32345142905625,-1.29884826427778,-0.0298508786816406,-0.32887143788099,-0.456378850830078,-0.039601535390625,-0.8320393271875,-1.16791769680475,0.292579354729097,-0.101813578341667,-0.258160810296964,-0.0883890688802083,-0.169114081835938,0.0343921011523438,-0.896822156145833,-0.591642726171875,-0.181708116113281,-0.350769317404514,-0.465761763177083,-0.299953972170139,0.163167957349537,-0.887590265725
